Grid Elapsed Time, Grid Mappers Time, Grid HDFS Bytes Read, Grid number of Records,kd Elapsed Time, kd Mappers Time, kd HDFS Bytes Read, kd number of Records,AQWA Elapsed Time, AQWA Mappers Time, AQWA HDFS Bytes Read, AQWA number of Records,time for split merge  
9.619336274, 0.0, 472.0,3.0, 7.476839402, 0.0, 261.0,1.0, 6.627257148, 0.0, 211.0,1.0, 0.0
